cruise,station,FishSpecies,FishNum,preyNum,preyTaxon,preyTaxa,preySpp,Ocularunits,Mag,prey_mm,Scope,preyCount,gutCount,Comments_prey,Comments_gut,forkLength
201802,239,A_aes,2,6,CalanoidSmall,NA,NA,2.9,1,2.338709678,M60,NA,13,NA,NA,200
201802,239,A_aes,2,7,CalanoidSmall,NA,NA,1.3,1,1.048387097,M60,NA,13,NA,NA,200
201802,239,A_aes,2,1,Calanus,NA,NA,4.1,1,3.306451613,M60,NA,13,NA,NA,200
201802,135,P_tri,2,1,Appendicularia,NA,NA,1.7,1,1.370967742,M60,NA,150,NA,NA,111
201802,135,P_tri,2,2,Appendicularia,NA,NA,1,1,0.806451613,M60,NA,150,NA,NA,111
201802,135,P_tri,2,3,Appendicularia,NA,NA,2.3,1,1.85483871,M60,NA,150,NA,NA,111
201802,135,P_tri,2,4,Appendicularia,NA,NA,1.3,1,1.048387097,M60,NA,150,NA,NA,111
201802,135,P_tri,2,5,Appendicularia,NA,NA,1.4,1,1.129032258,M60,NA,150,NA,NA,111
201802,135,P_tri,2,6,Appendicularia,NA,NA,1.9,1,1.532258065,M60,NA,150,NA,NA,111
201802,135,P_tri,2,7,Appendicularia,NA,NA,0.8,1,0.64516129,M60,NA,150,NA,NA,111
201802,135,P_tri,2,8,Appendicularia,NA,NA,1.9,1,1.532258065,M60,NA,150,NA,NA,111
201802,135,P_tri,2,9,Appendicularia,NA,NA,1.6,1,1.290322581,M60,NA,150,NA,NA,111
201802,135,P_tri,2,10,Appendicularia,NA,NA,1.7,1,1.370967742,M60,NA,150,NA,NA,111
201802,135,P_tri,2,1,Euphausiidae,NA,NA,3,1.6,1.485148515,M60,NA,150,Calyptopis,NA,111
201802,135,P_tri,2,2,Euphausiidae,NA,NA,1.5,1.25,0.961538462,M60,NA,150,Calyptopis,NA,111
201802,135,P_tri,2,1,Hyperiidae,Themisto,NA,1,1,0.806451613,M60,NA,150,NA,NA,111
201802,135,P_tri,2,2,Hyperiidae,Themisto,NA,2.7,1,2.177419355,M60,NA,150,NA,NA,111
201802,135,P_tri,2,3,Hyperiidae,Themisto,NA,1.9,1,1.532258065,M60,NA,150,NA,NA,111
201802,135,P_tri,2,4,Hyperiidae,Themisto,NA,2,1.25,1.282051282,M60,NA,150,NA,NA,111
201802,135,P_tri,2,5,Hyperiidae,Themisto,NA,1.8,1.25,1.153846154,M60,NA,150,NA,NA,111
201802,135,P_tri,2,1,CalanoidSmall,NA,NA,3.3,1,2.661290323,M60,NA,150,NA,NA,111
201802,135,P_tri,2,1,Oithona,NA,NA,2.3,1,1.85483871,M60,NA,150,NA,NA,111
201802,135,P_tri,2,1,Euphausiidae,NA,NA,8.3,3.2,2.024390244,M60,NA,150,Furcilia,NA,111
201802,135,P_tri,2,2,Euphausiidae,NA,NA,2.8,1.25,1.794871795,M60,NA,150,Furcilia,NA,111
201802,135,P_tri,2,3,Euphausiidae,NA,NA,3.2,1.25,2.051282051,M60,NA,150,Furcilia,NA,111
201802,135,P_tri,2,1,Mysida,NA,NA,5.2,1.25,3.333333333,M60,NA,150,NA,NA,111
201802,135,P_tri,2,1,Metridia,NA,NA,5.6,1.25,3.58974359,M60,NA,150,NA,NA,111
201802,239,A_aes,1,1,Appendicularia,NA,NA,2.4,1.6,1.188118812,M60,NA,281,NA,NA,207
201802,239,A_aes,1,2,Appendicularia,NA,NA,1.7,1.6,0.841584159,M60,NA,281,NA,NA,207
201802,239,A_aes,1,3,Appendicularia,NA,NA,1.5,1.6,0.742574258,M60,NA,281,NA,NA,207
201802,239,A_aes,1,4,Appendicularia,NA,NA,2,1.6,0.99009901,M60,NA,281,NA,NA,207
201802,239,A_aes,1,5,Appendicularia,NA,NA,1.8,1.6,0.891089109,M60,NA,281,NA,NA,207
201802,239,A_aes,1,6,Appendicularia,NA,NA,2.1,1.6,1.039603961,M60,NA,281,NA,NA,207
201802,239,A_aes,1,7,Appendicularia,NA,NA,1.9,1.6,0.94059406,M60,NA,281,NA,NA,207
201802,239,A_aes,1,8,Appendicularia,NA,NA,1.6,1.6,0.792079208,M60,NA,281,NA,NA,207
201802,239,A_aes,1,9,Appendicularia,NA,NA,1.7,1.6,0.841584159,M60,NA,281,NA,NA,207
201802,239,A_aes,1,10,Appendicularia,NA,NA,2.2,1.6,1.089108911,M60,NA,281,NA,NA,207
201802,239,A_aes,1,1,CalanoidSmall,NA,NA,2.5,1.25,1.602564103,M60,NA,281,NA,NA,207
201802,239,A_aes,1,1,Oithona,NA,NA,1.8,1.25,1.153846154,M60,NA,281,NA,NA,207
201802,208,S_sco,1,1,Gammaridea,NA,NA,14.6,0.8,14.6,M60,NA,9,NA,NA,258
201802,208,S_sco,1,2,Gammaridea,NA,NA,17,0.8,17,M60,NA,9,NA,NA,258
201802,208,S_sco,1,3,Gammaridea,NA,NA,19.6,0.8,19.6,M60,NA,9,NA,NA,258
201802,208,S_sco,1,1,FishRemains,NA,NA,30.3,0.8,30.3,M60,NA,9,NA,NA,258
201802,208,S_sco,1,1,Mysida,NA,NA,11.9,0.8,11.9,M60,NA,9,NA,NA,258
201802,132,P_tri,1,1,Appendicularia,NA,NA,1.2,0.8,1.2,M60,NA,61,NA,NA,146
201802,132,P_tri,1,2,Appendicularia,NA,NA,2.1,1.25,1.346153846,M60,NA,61,NA,NA,146
201802,132,P_tri,1,3,Appendicularia,NA,NA,2.2,1.25,1.41025641,M60,NA,61,NA,NA,146
201802,132,P_tri,1,4,Appendicularia,NA,NA,1.6,1.25,1.025641026,M60,NA,61,NA,NA,146
201802,132,P_tri,1,5,Appendicularia,NA,NA,1.1,1.25,0.705128205,M60,NA,61,NA,NA,146
201802,132,P_tri,1,6,Appendicularia,NA,NA,1.8,1.25,1.153846154,M60,NA,61,NA,NA,146
201802,132,P_tri,1,7,Appendicularia,NA,NA,2.1,1.25,1.346153846,M60,NA,61,NA,NA,146
201802,132,P_tri,1,8,Appendicularia,NA,NA,1.4,1.25,0.897435897,M60,NA,61,NA,NA,146
201802,132,P_tri,1,9,Appendicularia,NA,NA,3,1.25,1.923076923,M60,NA,61,NA,NA,146
201802,132,P_tri,1,10,Appendicularia,NA,NA,2.1,1.25,1.346153846,M60,NA,61,NA,NA,146
201802,130,A_aes,2,1,Appendicularia,NA,NA,1.3,1.25,0.833333333,M60,NA,813,NA,NA,223
201802,130,A_aes,2,2,Appendicularia,NA,NA,1.9,1.25,1.217948718,M60,NA,813,NA,NA,223
201802,130,A_aes,2,3,Appendicularia,NA,NA,1.1,1.25,0.705128205,M60,NA,813,NA,NA,223
201802,130,A_aes,2,4,Appendicularia,NA,NA,1.9,1.25,1.217948718,M60,NA,813,NA,NA,223
201802,130,A_aes,2,5,Appendicularia,NA,NA,2.4,1.25,1.538461538,M60,NA,813,NA,NA,223
201802,130,A_aes,2,6,Appendicularia,NA,NA,1.1,1.25,0.705128205,M60,NA,813,NA,NA,223
201802,130,A_aes,2,7,Appendicularia,NA,NA,1.2,1.25,0.769230769,M60,NA,813,NA,NA,223
201802,130,A_aes,2,8,Appendicularia,NA,NA,1.7,1.25,1.08974359,M60,NA,813,NA,NA,223
201802,130,A_aes,2,9,Appendicularia,NA,NA,1.4,1.25,0.897435897,M60,NA,813,NA,NA,223
201802,130,A_aes,2,10,Appendicularia,NA,NA,1,1.25,0.641025641,M60,NA,813,NA,NA,223
201802,130,A_aes,2,1,Hyperiidae,NA,NA,9.2,1.25,5.897435897,M60,NA,813,NA,NA,223
201802,130,A_aes,2,1,CalanoidSmall,NA,NA,3.6,1.25,2.307692308,M60,NA,813,NA,NA,223
201802,130,A_aes,2,2,CalanoidSmall,NA,NA,3.3,1.25,2.115384615,M60,NA,813,NA,NA,223
201802,130,A_aes,2,3,CalanoidSmall,NA,NA,4.1,1.25,2.628205128,M60,NA,813,NA,NA,223
201802,130,A_aes,2,4,CalanoidSmall,NA,NA,4,1.25,2.564102564,M60,NA,813,NA,NA,223
201802,130,A_aes,2,5,CalanoidSmall,NA,NA,3.9,1.25,2.5,M60,NA,813,NA,NA,223
201802,130,A_aes,2,6,CalanoidSmall,NA,NA,3.1,1.25,1.987179487,M60,NA,813,NA,NA,223
201802,130,A_aes,2,1,Calanus,NA,NA,5.1,1.25,3.269230769,M60,NA,813,NA,NA,223
201802,130,A_aes,2,2,Calanus,NA,NA,4.8,1.25,3.076923077,M60,NA,813,NA,NA,223
201802,130,A_aes,2,1,CalanoidSmall,Centropages,NA,3.3,1.25,2.115384615,M60,NA,813,NA,NA,223
201802,65,A_aes,2,0,Empty,NA,NA,NA,NA,NA,M60,0,0,NA,Lobes of caudal fin severed,103
201802,133,P_tri,3,1,Appendicularia,NA,NA,3.6,1.25,2.307692308,M60,NA,15,NA,NA,99
201802,133,P_tri,3,2,Appendicularia,NA,NA,2.4,1.25,1.538461538,M60,NA,15,NA,NA,99
201802,133,P_tri,3,3,Appendicularia,NA,NA,2.6,1.25,1.666666667,M60,NA,15,NA,NA,99
201802,133,P_tri,3,4,Appendicularia,NA,NA,2.4,1.25,1.538461538,M60,NA,15,NA,NA,99
201802,133,P_tri,3,5,Appendicularia,NA,NA,2.9,1.25,1.858974359,M60,NA,15,NA,NA,99
201802,133,P_tri,3,6,Appendicularia,NA,NA,1.4,1.25,0.897435897,M60,NA,15,NA,NA,99
201802,133,P_tri,3,7,Appendicularia,NA,NA,2.1,1.25,1.346153846,M60,NA,15,NA,NA,99
201802,133,P_tri,3,8,Appendicularia,NA,NA,1.7,1.25,1.08974359,M60,NA,15,NA,NA,99
201802,133,P_tri,3,9,Appendicularia,NA,NA,1.8,1.25,1.153846154,M60,NA,15,NA,NA,99
201802,133,P_tri,3,10,Appendicularia,NA,NA,1.9,1.25,1.217948718,M60,NA,15,NA,NA,99
201802,133,P_tri,3,1,Hyperiidae,NA,NA,1.6,1.25,1.025641026,M60,NA,15,NA,NA,99
201802,149,A_aes,2,1,Cirripedia,NA,NA,1.6,1.25,1.025641026,M60,NA,1514,Cyprid,NA,216
201802,149,A_aes,2,2,Cirripedia,NA,NA,1.6,1.25,1.025641026,M60,NA,1514,Cyprid,NA,216
201802,149,A_aes,2,3,Cirripedia,NA,NA,1.4,1.25,0.897435897,M60,NA,1514,Cyprid,NA,216
201802,149,A_aes,2,4,Cirripedia,NA,NA,1.6,1.25,1.025641026,M60,NA,1514,Cyprid,NA,216
201802,149,A_aes,2,5,Cirripedia,NA,NA,1.5,1.25,0.961538462,M60,NA,1514,Cyprid,NA,216
201802,149,A_aes,2,6,Cirripedia,NA,NA,1.3,1.25,0.833333333,M60,NA,1514,Cyprid,NA,216
201802,149,A_aes,2,1,Calanus,NA,NA,4.5,1.25,2.884615385,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,2,Calanus,NA,NA,4.3,1.25,2.756410256,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,3,Calanus,NA,NA,4.1,1.25,2.628205128,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,4,Calanus,NA,NA,4.2,1.25,2.692307692,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,5,Calanus,NA,NA,4.3,1.25,2.756410256,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,1,CalanoidSmall,Centropages,NA,5.5,3.2,1.341463415,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,1,Hyperiidae,Themistella,NA,8.4,1.25,5.384615384,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,2,Hyperiidae,Themistella,NA,18,1.25,11.53846154,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,3,Hyperiidae,Themistella,NA,12.5,1.25,8.012820513,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,4,Hyperiidae,Themistella,NA,8.4,1.25,5.384615384,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,5,Hyperiidae,Themistella,NA,6.3,1.25,4.038461538,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,6,Hyperiidae,Themistella,NA,9.4,1.25,6.025641025,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,1,Hyperiidae,Themisto,NA,7.3,1.25,4.679487179,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,1,FishRemains,NA,NA,23.5,0.63,30.92105264,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,2,FishRemains,NA,NA,21.5,0.63,28.28947369,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,3,FishRemains,NA,NA,14.4,0.63,18.94736843,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,4,FishRemains,NA,NA,15.3,0.63,20.13157895,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,5,FishRemains,NA,NA,20.9,0.63,27.50000001,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,6,FishRemains,NA,NA,20,0.63,26.31578948,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,7,FishRemains,NA,NA,17.8,0.63,23.42105264,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,8,FishRemains,NA,NA,39,1.25,25,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,9,FishRemains,NA,NA,16,0.63,21.05263158,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,10,FishRemains,NA,NA,19,0.63,25.00000001,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,1,Appendicularia,NA,NA,1.2,1.25,0.769230769,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,2,Appendicularia,NA,NA,1.8,1.25,1.153846154,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,3,Appendicularia,NA,NA,1.2,1.25,0.769230769,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,4,Appendicularia,NA,NA,1.9,1.25,1.217948718,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,5,Appendicularia,NA,NA,1.7,1.25,1.08974359,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,6,Appendicularia,NA,NA,1.8,1.25,1.153846154,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,7,Appendicularia,NA,NA,1.8,1.25,1.153846154,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,8,Appendicularia,NA,NA,1.2,1.25,0.769230769,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,9,Appendicularia,NA,NA,1.9,1.25,1.217948718,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,10,Appendicularia,NA,NA,1.8,1.25,1.153846154,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,1,Hyperiidae,NA,NA,1.4,1.25,0.897435897,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,1,CalanoidSmall,NA,NA,3.4,1.25,2.179487179,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,2,CalanoidSmall,NA,NA,3.2,1.25,2.051282051,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,3,CalanoidSmall,NA,NA,2.3,1.25,1.474358974,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,4,CalanoidSmall,NA,NA,2.7,1.25,1.730769231,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,5,CalanoidSmall,NA,NA,3.1,1.25,1.987179487,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,6,CalanoidSmall,NA,NA,3.3,1.25,2.115384615,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,1,Hyperiidae,Hyperiella,NA,13.8,1.25,8.846153846,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,2,Hyperiidae,Hyperiella,NA,6.8,0.63,8.947368423,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,3,Hyperiidae,Hyperiella,NA,4.8,0.63,6.315789475,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,4,Hyperiidae,Hyperiella,NA,8.3,0.8,8.3,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,5,Hyperiidae,Hyperiella,NA,10.6,0.8,10.6,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,6,Hyperiidae,Hyperiella,NA,12,1.25,7.692307692,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,7,Hyperiidae,Hyperiella,NA,8.5,1.25,5.448717949,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,8,Hyperiidae,Hyperiella,NA,9.8,1.25,6.282051282,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,9,Hyperiidae,Hyperiella,NA,6.3,0.63,8.289473686,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,10,Hyperiidae,Hyperiella,NA,11.6,1.25,7.435897436,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,1,Oithona,NA,NA,1.4,1.25,0.897435897,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,2,Oithona,NA,NA,2.9,2.5,0.915789475,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,3,Oithona,NA,NA,2.6,3.2,0.634146341,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,4,Oithona,NA,NA,3.2,4,0.633663366,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,5,Oithona,NA,NA,2.6,3.2,0.634146341,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,6,Oithona,NA,NA,2.5,3.2,0.609756098,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,7,Oithona,NA,NA,1.7,1.25,1.08974359,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,8,Oithona,NA,NA,1.8,1.25,1.153846154,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,1,Chaetognatha,NA,NA,11.8,0.63,15.52631579,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,2,Chaetognatha,NA,NA,14.3,0.63,18.81578948,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,3,Chaetognatha,NA,NA,14.5,0.63,19.07894737,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,1,Caligidae,NA,NA,5.94,1.25,3.807692308,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,2,Caligidae,NA,NA,6,1.25,3.846153846,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,3,Caligidae,NA,NA,4,1.25,2.564102564,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,4,Caligidae,NA,NA,4.1,1.25,2.628205128,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,1,CalanoidSmall,Temora,NA,3.8,3.2,0.926829268,M60,NA,1514,NA,NA,216
201802,149,A_aes,2,1,FishEgg,NA,NA,0.7,1.25,0.448717949,M60,NA,1514,NA,NA,216
201802,130,A_aes,3,1,Calanus,NA,NA,4.4,1.25,2.82051282,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,2,Calanus,NA,NA,4.2,1.25,2.692307692,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,3,Calanus,NA,NA,4.2,1.25,2.692307692,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,4,Calanus,NA,NA,3.9,1.25,2.5,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,5,Calanus,NA,NA,4,1.25,2.564102564,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,6,Calanus,NA,NA,4.7,1.25,3.012820513,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,7,Calanus,NA,NA,4,1.25,2.564102564,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,8,Calanus,NA,NA,4.3,1.25,2.756410256,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,1,CalanoidSmall,NA,NA,3.2,1.25,2.051282051,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,2,CalanoidSmall,NA,NA,2.9,1.25,1.858974359,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,3,CalanoidSmall,NA,NA,3,1.25,1.923076923,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,4,CalanoidSmall,NA,NA,3,1.25,1.923076923,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,5,CalanoidSmall,NA,NA,2.4,1.25,1.538461538,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,6,CalanoidSmall,NA,NA,2.1,1.25,1.346153846,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,1,CalanoidSmall,Centropages,NA,2.1,1.25,1.346153846,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,2,CalanoidSmall,Centropages,NA,2.6,1.25,1.666666667,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,1,Appendicularia,NA,NA,2.1,1.25,1.346153846,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,2,Appendicularia,NA,NA,1.3,1.25,0.833333333,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,3,Appendicularia,NA,NA,1.4,1.25,0.897435897,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,4,Appendicularia,NA,NA,1,1.25,0.641025641,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,5,Appendicularia,NA,NA,1,1.25,0.641025641,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,6,Appendicularia,NA,NA,2.3,1.25,1.474358974,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,7,Appendicularia,NA,NA,1.6,1.25,1.025641026,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,8,Appendicularia,NA,NA,1.5,1.25,0.961538462,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,9,Appendicularia,NA,NA,1.9,1.25,1.217948718,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,10,Appendicularia,NA,NA,1.3,1.25,0.833333333,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,1,Metridia,NA,NA,3.2,1.25,2.051282051,M60,NA,1350,NA,NA,213
201802,130,A_aes,3,1,Oithona,NA,NA,1,1.25,0.641025641,M60,NA,1350,NA,NA,213
201802,68,A_pse,3,1,Euphausiidae,Thysanoessa,NA,25.3,1.25,16.21794872,M60,NA,38,NA,NA,99
201802,68,A_pse,3,1,Cumacea,NA,NA,10.3,1.25,6.602564102,M60,NA,38,NA,NA,99
201802,68,A_pse,3,1,Bivalvia,NA,NA,0.5,1.25,0.320512821,M60,NA,38,Veliger,NA,99
201802,68,A_pse,3,2,Bivalvia,NA,NA,0.6,1.25,0.384615385,M60,NA,38,Veliger,NA,99
201802,68,A_pse,3,3,Bivalvia,NA,NA,0.5,1.25,0.320512821,M60,NA,38,Veliger,NA,99
201802,68,A_pse,3,4,Bivalvia,NA,NA,0.6,1.25,0.384615385,M60,NA,38,Veliger,NA,99
201802,68,A_pse,3,5,Bivalvia,NA,NA,0.6,1.25,0.384615385,M60,NA,38,Veliger,NA,99
201802,68,A_pse,3,6,Bivalvia,NA,NA,0.6,1.25,0.384615385,M60,NA,38,Veliger,NA,99
201802,68,A_pse,3,7,Bivalvia,NA,NA,0.5,1.25,0.320512821,M60,NA,38,Veliger,NA,99
201802,68,A_pse,3,8,Bivalvia,NA,NA,0.5,1.25,0.320512821,M60,NA,38,Veliger,NA,99
201802,68,A_pse,3,9,Bivalvia,NA,NA,0.6,1.25,0.384615385,M60,NA,38,Veliger,NA,99
201802,68,A_pse,3,10,Bivalvia,NA,NA,0.5,1.25,0.320512821,M60,NA,38,Veliger,NA,99
201802,68,A_pse,3,1,Appendicularia,NA,NA,2.2,1.25,1.41025641,M60,NA,38,NA,NA,99
201802,68,A_pse,3,2,Appendicularia,NA,NA,2.4,1.25,1.538461538,M60,NA,38,NA,NA,99
201802,68,A_pse,3,3,Appendicularia,NA,NA,2,1.25,1.282051282,M60,NA,38,NA,NA,99
201802,68,A_pse,3,4,Appendicularia,NA,NA,2.3,1.25,1.474358974,M60,NA,38,NA,NA,99
201802,68,A_pse,3,5,Appendicularia,NA,NA,1.6,1.25,1.025641026,M60,NA,38,NA,NA,99
201802,68,A_pse,3,6,Appendicularia,NA,NA,1.1,1.25,0.705128205,M60,NA,38,NA,NA,99
201802,68,A_pse,3,7,Appendicularia,NA,NA,1.3,1.25,0.833333333,M60,NA,38,NA,NA,99
201802,68,A_pse,3,8,Appendicularia,NA,NA,1,1.25,0.641025641,M60,NA,38,NA,NA,99
201802,68,A_pse,3,9,Appendicularia,NA,NA,0.8,1.25,0.512820513,M60,NA,38,NA,NA,99
201802,68,A_pse,3,10,Appendicularia,NA,NA,1.7,1.25,1.08974359,M60,NA,38,NA,NA,99
201802,68,A_pse,3,1,Hyperiidae,Themisto,NA,5.8,1.25,3.717948718,M60,NA,69,NA,NA,99
201802,68,A_pse,3,1,FishRemains,NA,NA,15.6,0.63,20.52631579,M60,NA,69,NA,NA,99
201802,135,P_tri,3,1,Appendicularia,NA,NA,2.3,1.25,1.474358974,M60,NA,69,NA,NA,121
201802,135,P_tri,3,2,Appendicularia,NA,NA,3.1,1.25,1.987179487,M60,NA,69,NA,NA,121
201802,135,P_tri,3,3,Appendicularia,NA,NA,2.2,1.25,1.41025641,M60,NA,69,NA,NA,121
201802,135,P_tri,3,4,Appendicularia,NA,NA,1.6,1.25,1.025641026,M60,NA,69,NA,NA,121
201802,135,P_tri,3,5,Appendicularia,NA,NA,1.7,1.25,1.08974359,M60,NA,69,NA,NA,121
201802,135,P_tri,3,6,Appendicularia,NA,NA,1.7,1.25,1.08974359,M60,NA,69,NA,NA,121
201802,135,P_tri,3,7,Appendicularia,NA,NA,1.8,1.25,1.153846154,M60,NA,69,NA,NA,121
201802,135,P_tri,3,8,Appendicularia,NA,NA,1.6,1.25,1.025641026,M60,NA,69,NA,NA,121
201802,135,P_tri,3,9,Appendicularia,NA,NA,1.9,1.25,1.217948718,M60,NA,69,NA,NA,121
201802,135,P_tri,3,10,Appendicularia,NA,NA,1.8,1.25,1.153846154,M60,NA,69,NA,NA,121
201802,135,P_tri,3,1,Calanus,NA,NA,3.8,1.25,2.435897436,M60,NA,69,NA,NA,121
201802,135,P_tri,3,1,Euphausiidae,NA,NA,1.6,1.25,1.025641026,M60,NA,69,Calyptopis,NA,121
201802,135,P_tri,3,2,Euphausiidae,NA,NA,2.1,1.25,1.346153846,M60,NA,69,Calyptopis,NA,121
201802,135,P_tri,3,1,Hyperiidae,Themisto,NA,1.8,1.25,1.153846154,M60,NA,69,NA,NA,121
201802,135,P_tri,3,1,Metridia,NA,NA,4,1.25,2.564102564,M60,NA,69,NA,NA,121
201802,208,S_sco,3,1,Gammaridea,NA,NA,14.3,0.63,18.81578948,M60,NA,111,NA,NA,289
201802,208,S_sco,3,2,Gammaridea,NA,NA,13,1.25,8.333333333,M60,NA,111,NA,NA,289
201802,208,S_sco,3,1,Gammaridea,NA,NA,2.3,1.25,1.474358974,M60,NA,111,juvenile,NA,289
201802,208,S_sco,3,2,Gammaridea,NA,NA,2.5,1.25,1.602564103,M60,NA,111,juvenile,NA,289
201802,208,S_sco,3,3,Gammaridea,NA,NA,2.2,1.25,1.41025641,M60,NA,111,juvenile,NA,289
201802,208,S_sco,3,4,Gammaridea,NA,NA,2.1,1.25,1.346153846,M60,NA,111,juvenile,NA,289
201802,208,S_sco,3,5,Gammaridea,NA,NA,2.1,1.25,1.346153846,M60,NA,111,juvenile,NA,289
201802,208,S_sco,3,6,Gammaridea,NA,NA,2.3,1.25,1.474358974,M60,NA,111,juvenile,NA,289
201802,208,S_sco,3,7,Gammaridea,NA,NA,2.3,1.25,1.474358974,M60,NA,111,juvenile,NA,289
201802,208,S_sco,3,8,Gammaridea,NA,NA,2.1,1.25,1.346153846,M60,NA,111,juvenile,NA,289
201802,208,S_sco,3,1,Caligidae,NA,NA,6.7,1.25,4.294871795,M60,NA,111,NA,NA,289
201802,208,S_sco,3,2,Caligidae,NA,NA,8.1,1.25,5.192307692,M60,NA,111,NA,NA,289
201802,208,S_sco,3,3,Caligidae,NA,NA,6.4,1.25,4.102564102,M60,NA,111,NA,NA,289
201802,208,S_sco,3,1,Calanus,NA,NA,3.7,1.25,2.371794872,M60,NA,111,NA,NA,289
201802,208,S_sco,3,2,Calanus,NA,NA,3.8,1.25,2.435897436,M60,NA,111,NA,NA,289
